id,country,year,incident_folder,title_en,media_count,has_generated_snapshot,media_files
greece_2002_17_november_trial_security_state_transition,Greece,2002,Greece/00-00-2002/17 November trial and security-state transition,17 November trial and security-state transition,2,True,Greece/00-00-2002/17 November trial and security-state transition/Media/01 - EN 17 November Trial And Security State Transition Co 24A4Feea95F1.svg | Greece/00-00-2002/17 November trial and security-state transition/Media/02 - Bilingual Snapshot.svg
greece_2003_c4i_olympic_security_system_surveillance_scandal,Greece,2003,"Greece/00-00-2003/GREECE C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement","GREECE: C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement Problem (2003-2018)",2,False,"Greece/00-00-2003/GREECE C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement/Media/01 - EN Cover Card.svg | Greece/00-00-2003/GREECE C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement/Media/02 - EL Cover Card.svg"
greece_2004_c4i_olympic_security_system_scandal,Greece,2004,Greece/00-00-2004/C4I Olympic security system scandal,C4I Olympic security system scandal,2,True,Greece/00-00-2004/C4I Olympic security system scandal/Media/01 - EN Cover Card.svg | Greece/00-00-2004/C4I Olympic security system scandal/Media/02 - Bilingual Snapshot.svg
greece_2004_athens_olympics_cost_security_debt,Greece,2004,"Greece/00-00-2004/Greece Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)","Greece: Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)",2,False,"Greece/00-00-2004/Greece Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)/Media/01 - EN Cover Card.svg | Greece/00-00-2004/Greece Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)/Media/02 - EL Cover Card.svg"
greece_2004_debt_crisis_misreporting_austerity,Greece,2004,"Greece/00-00-2004/Greece Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)","Greece: Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)",2,False,"Greece/00-00-2004/Greece Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)/Media/01 - EN Cover Card.svg | Greece/00-00-2004/Greece Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)/Media/02 - EL Cover Card.svg"
greece_2004_vodafone_wiretap_tsalikidis,Greece,2004,Greece/00-00-2004/Greece Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017),Greece: Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017),2,False,Greece/00-00-2004/Greece Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017)/Media/01 - EN Cover Card.svg | Greece/00-00-2004/Greece Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017)/Media/02 - EL Cover Card.svg
greece_2004_vodafone_wiretapping_scandal_athens_olympics_context,Greece,2004,Greece/00-00-2004/Vodafone wiretapping scandal and Athens Olympics context,Vodafone wiretapping scandal and Athens Olympics context,2,False,Greece/00-00-2004/Vodafone wiretapping scandal and Athens Olympics context/Media/01 - EN Cover Card.svg | Greece/00-00-2004/Vodafone wiretapping scandal and Athens Olympics context/Media/02 - EN Proof Map.svg
greece_2005_helios_airways_flight_522_aviation_safety_oversight_cost_routine_failu,Greece,2005,"Greece/00-00-2005/Helios Airways Flight 522 Aviation Safety, Oversight and the Cost of Routine Failure","Helios Airways Flight 522: Aviation Safety, Oversight and the Cost of Routine Failure",2,False,"Greece/00-00-2005/Helios Airways Flight 522 Aviation Safety, Oversight and the Cost of Routine Failure/Media/01 - EN Cover Card.svg | Greece/00-00-2005/Helios Airways Flight 522 Aviation Safety, Oversight and the Cost of Routine Failure/Media/02 - EL Cover Card.svg"
greece_2005_pakistani_migrants_abduction_surveillance_case,Greece,2005,Greece/00-00-2005/Pakistani migrants abduction allegations and post-9 11 security pressure,Pakistani migrants abduction allegations and post-9/11 security pressure,2,False,Greece/00-00-2005/Pakistani migrants abduction allegations and post-9 11 security pressure/Media/01 - Cover Card.svg | Greece/00-00-2005/Pakistani migrants abduction allegations and post-9 11 security pressure/Media/02 - Proof Map.svg
greece_2005_structured_bonds_pension_funds_money_financial_opacity,Greece,2005,"Greece/00-00-2005/Structured bonds, pension funds, public money and financial opacity (2005-2007)","Structured bonds, pension funds, public money and financial opacity (2005-2007)",2,False,"Greece/00-00-2005/Structured bonds, pension funds, public money and financial opacity (2005-2007)/Media/01 - EN Cover Card.svg | Greece/00-00-2005/Structured bonds, pension funds, public money and financial opacity (2005-2007)/Media/02 - EL Cover Card.svg"
greece_2005_vodafone_greece_wiretapping_scandal,Greece,2005,Greece/00-00-2005/Vodafone Greece wiretapping scandal,Vodafone Greece wiretapping scandal,2,True,Greece/00-00-2005/Vodafone Greece wiretapping scandal/Media/01 - EN Cover Card.svg | Greece/00-00-2005/Vodafone Greece wiretapping scandal/Media/02 - Bilingual Snapshot.svg
greece_2006_structured_bonds_pension_fund_public_money_scandal,Greece,2006,"Greece/00-00-2006/Structured bonds, pension funds, and public-money opacity","Structured bonds, pension funds, and public-money opacity",2,False,"Greece/00-00-2006/Structured bonds, pension funds, and public-money opacity/Media/01 - Cover Card.svg | Greece/00-00-2006/Structured bonds, pension funds, and public-money opacity/Media/02 - Proof Map.svg"
greece_2007_forest_fires_state_failure_land_politics_disaster_governance,Greece,2007,"Greece/00-00-2007/2007 forest fires, state failure, land politics and disaster governance (2007)","2007 forest fires, state failure, land politics and disaster governance (2007)",2,False,"Greece/00-00-2007/2007 forest fires, state failure, land politics and disaster governance (2007)/Media/01 - EN Cover Card.svg | Greece/00-00-2007/2007 forest fires, state failure, land politics and disaster governance (2007)/Media/02 - EL Cover Card.svg"
greece_2007_bond_scandal_and_pension_fund_trust_crisis,Greece,2007,Greece/00-00-2007/Bond scandal and pension fund trust crisis,Bond scandal and pension fund trust crisis,2,False,Greece/00-00-2007/Bond scandal and pension fund trust crisis/Media/01 - Cover Card.svg | Greece/00-00-2007/Bond scandal and pension fund trust crisis/Media/02 - Proof Map.svg
greece_2007_bond_scandal_pension_funds_structured_products,Greece,2007,Greece/00-00-2007/Bond scandal pension funds and structured products,Bond scandal pension funds and structured products,2,True,Greece/00-00-2007/Bond scandal pension funds and structured products/Media/01 - EN Bond Scandal Pension Funds And Structured Products 8522A04F8424.svg | Greece/00-00-2007/Bond scandal pension funds and structured products/Media/02 - Bilingual Snapshot.svg
greece_2005_zahopoulos_affair_media_blackmail_power,Greece,2007,"Greece/00-00-2007/Zahopoulos affair, media blackmail, and ministerial power","Zahopoulos affair, media blackmail, and ministerial power",2,False,"Greece/00-00-2007/Zahopoulos affair, media blackmail, and ministerial power/Media/01 - Cover Card.svg | Greece/00-00-2007/Zahopoulos affair, media blackmail, and ministerial power/Media/02 - Proof Map.svg"
greece_2008_vatopedi_land_swap,Greece,2008,Greece/00-00-2008/Greece Vatopedi Monastery Land-Swap Scandal (2008-2017),Greece: Vatopedi Monastery Land-Swap Scandal (2008-2017),2,False,Greece/00-00-2008/Greece Vatopedi Monastery Land-Swap Scandal (2008-2017)/Media/01 - EN Cover Card.svg | Greece/00-00-2008/Greece Vatopedi Monastery Land-Swap Scandal (2008-2017)/Media/02 - EL Cover Card.svg
greece_2008_grigoropoulos_killing_police_violence_youth_rage_state_response,Greece,2008,"Greece/00-00-2008/Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)","Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)",4,False,"Greece/00-00-2008/Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)/Media/01 - EN Cover Card.svg | Greece/00-00-2008/Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)/Media/02 - EN Cover Card.svg | Greece/00-00-2008/Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)/Media/03 - EL Cover Card.svg | Greece/00-00-2008/Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)/Media/04 - EL Cover Card.svg"
greece_2008_grigoropoulos_killing_december_revolt,Greece,2008,Greece/00-00-2008/Grigoropoulos killing and December revolt,Grigoropoulos killing and December revolt,2,True,Greece/00-00-2008/Grigoropoulos killing and December revolt/Media/01 - EN Cover Card.svg | Greece/00-00-2008/Grigoropoulos killing and December revolt/Media/02 - Bilingual Snapshot.svg
greece_2008_grigoropoulos_killing_and_youth_uprising,Greece,2008,Greece/00-00-2008/Grigoropoulos killing and youth uprising,Grigoropoulos killing and youth uprising,2,False,Greece/00-00-2008/Grigoropoulos killing and youth uprising/Media/01 - Cover Card.svg | Greece/00-00-2008/Grigoropoulos killing and youth uprising/Media/02 - Proof Map.svg
greece_2008_siemens_bribery_contracts_party_finance,Greece,2008,"Greece/00-00-2008/Siemens bribery scandal, public contracts, and party finance shadows","Siemens bribery scandal, public contracts, and party finance shadows",2,False,"Greece/00-00-2008/Siemens bribery scandal, public contracts, and party finance shadows/Media/01 - Cover Card.svg | Greece/00-00-2008/Siemens bribery scandal, public contracts, and party finance shadows/Media/02 - Proof Map.svg"
greece_2008_vatopedi_land_swap_scandal_church_state_power,Greece,2008,"Greece/00-00-2008/Vatopedi land-swap scandal, church property, and state access","Vatopedi land-swap scandal, church property, and state access",2,False,"Greece/00-00-2008/Vatopedi land-swap scandal, church property, and state access/Media/01 - Cover Card.svg | Greece/00-00-2008/Vatopedi land-swap scandal, church property, and state access/Media/02 - Proof Map.svg"
greece_2009_elstat_deficit_statistics_austerity_political_blame,Greece,2009,"Greece/00-00-2009/ELSTAT, deficit statistics, trust, austerity and political blame (2009-2018)","ELSTAT, deficit statistics, trust, austerity and political blame (2009-2018)",2,False,"Greece/00-00-2009/ELSTAT, deficit statistics, trust, austerity and political blame (2009-2018)/Media/01 - EN Cover Card.svg | Greece/00-00-2009/ELSTAT, deficit statistics, trust, austerity and political blame (2009-2018)/Media/02 - EL Cover Card.svg"
greece_2010_debt_memorandum_shock_and_austerity_governance,Greece,2010,Greece/00-00-2010/Debt memorandum shock and austerity governance,Debt memorandum shock and austerity governance,2,False,Greece/00-00-2010/Debt memorandum shock and austerity governance/Media/01 - Cover Card.svg | Greece/00-00-2010/Debt memorandum shock and austerity governance/Media/02 - Proof Map.svg
greece_2010_elstat_deficit_revision_statistics_trust_war,Greece,2010,Greece/00-00-2010/ELSTAT deficit revision and the war over statistical truth,ELSTAT deficit revision and the war over statistical truth,2,False,Greece/00-00-2010/ELSTAT deficit revision and the war over statistical truth/Media/01 - Cover Card.svg | Greece/00-00-2010/ELSTAT deficit revision and the war over statistical truth/Media/02 - Proof Map.svg
greece_2010_oligarchs_media_banks_tax_evasion,Greece,2010,"Greece/00-00-2010/Greece Oligarchs, Media, Banks, and Tax-Evasion Impunity (2010-2015)","Greece: Oligarchs, Media, Banks, and Tax-Evasion Impunity (2010-2015)",2,False,"Greece/00-00-2010/Greece Oligarchs, Media, Banks, and Tax-Evasion Impunity (2010-2015)/Media/01 - EN Cover Card.svg | Greece/00-00-2010/Greece Oligarchs, Media, Banks, and Tax-Evasion Impunity (2010-2015)/Media/02 - EL Cover Card.svg"
greece_2010_lagarde_list,Greece,2010,"Greece/00-00-2010/Greece The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)","Greece: The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)",4,False,"Greece/00-00-2010/Greece The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)/Media/01 - EN Cover Card.svg | Greece/00-00-2010/Greece The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)/Media/02 - EL Cover Card.svg | Greece/00-00-2010/Greece The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)/Media/03 - EN Cover Card.svg | Greece/00-00-2010/Greece The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)/Media/04 - EN Proof Map.svg"
greece_2010_marfin_bank_deaths_protest_violence_austerity_memory,Greece,2010,"Greece/00-00-2010/Marfin bank deaths, protest violence, austerity and memory (2010)","Marfin bank deaths, protest violence, austerity and memory (2010)",2,False,"Greece/00-00-2010/Marfin bank deaths, protest violence, austerity and memory (2010)/Media/01 - EN Cover Card.svg | Greece/00-00-2010/Marfin bank deaths, protest violence, austerity and memory (2010)/Media/02 - EL Cover Card.svg"
greece_2010_marfin_bank_fire_protest_tragedy,Greece,2010,Greece/00-00-2010/Marfin bank fire and protest tragedy,Marfin bank fire and protest tragedy,2,True,Greece/00-00-2010/Marfin bank fire and protest tragedy/Media/01 - EN Cover Card.svg | Greece/00-00-2010/Marfin bank fire and protest tragedy/Media/02 - Bilingual Snapshot.svg
greece_2011_bailout_privatization_fund_asset_sales,Greece,2011,"Greece/00-00-2011/GREECE Bailout Privatisation Fund, Public Asset Sales, and Post-Crisis State Restructuri","GREECE: Bailout Privatisation Fund, Public Asset Sales, and Post-Crisis State Restructuring (2011-2026)",2,False,"Greece/00-00-2011/GREECE Bailout Privatisation Fund, Public Asset Sales, and Post-Crisis State Restructuri/Media/01 - EN Cover Card.svg | Greece/00-00-2011/GREECE Bailout Privatisation Fund, Public Asset Sales, and Post-Crisis State Restructuri/Media/02 - EL Cover Card.svg"
greece_2011_keratea_waste_plant_policing_local_resistance,Greece,2011,"Greece/00-00-2011/Keratea waste plant conflict, policing, local resistance and public trust (2010-2011)","Keratea waste plant conflict, policing, local resistance and public trust (2010-2011)",2,False,"Greece/00-00-2011/Keratea waste plant conflict, policing, local resistance and public trust (2010-2011)/Media/01 - EN Cover Card.svg | Greece/00-00-2011/Keratea waste plant conflict, policing, local resistance and public trust (2010-2011)/Media/02 - EL Cover Card.svg"
greece_2011_lagarde_list_tax_evasion_credibility_crisis,Greece,2011,Greece/00-00-2011/Lagarde list and tax-evasion credibility crisis,Lagarde list and tax-evasion credibility crisis,2,True,Greece/00-00-2011/Lagarde list and tax-evasion credibility crisis/Media/01 - EN Lagarde List And Tax Evasion Credibility Crisis Co 50D9F9B2D1Fc.svg | Greece/00-00-2011/Lagarde list and tax-evasion credibility crisis/Media/02 - Bilingual Snapshot.svg
