Country,DateFolder,Year,IncidentFolder,IncidentPath,ID,TitleEN,TitleEL,CategoryEN,CategoryEL,EvidenceEN,EvidenceEL,MediaCount
Greece,00-00-1997,1997,"Greece Defence Bribery, Akis Tsochatzopoulos, and Arms-Deal Corruption (1997-2015)","Greece/00-00-1997/Greece Defence Bribery, Akis Tsochatzopoulos, and Arms-Deal Corruption (1997-2015)",greece_1997_defence_bribery_tsochatzopoulos,"Greece: Defence Bribery, Akis Tsochatzopoulos, and Arms-Deal Corruption (1997-2015)","Ελλάδα: Μίζες στα Εξοπλιστικά, Άκης Τσοχατζόπουλος και Διαφθορά στις Αμυντικές Συμβάσεις (1997-2015)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-1997,1997,Greece Siemens bribery scandal (1997-2017),Greece/00-00-1997/Greece Siemens bribery scandal (1997-2017),greece_1997_siemens_scandal,Greece: Siemens bribery scandal (1997-2017),Ελλάδα: σκάνδαλο Siemens (1997-2017),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-1999,1999,Athens stock exchange bubble and small investor ruin,Greece/00-00-1999/Athens stock exchange bubble and small investor ruin,greece_1999_athens_stock_exchange_bubble_small_investor_ruin,Athens stock exchange bubble and small investor ruin,Athens stock exchange bubble and small investor ruin,financial scandal / public psychology,financial scandal / public psychology,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,2
Greece,00-00-1999,1999,"Athens stock exchange bubble, public hype, small investors and accountability (1999-2002","Greece/00-00-1999/Athens stock exchange bubble, public hype, small investors and accountability (1999-2002",greece_1999_stock_exchange_bubble_hype_small_investors_accountability,"Athens stock exchange bubble, public hype, small investors and accountability (1999-2002)","Φούσκα Χρηματιστηρίου Αθηνών, δημόσια ευφορία, μικροεπενδυτές και λογοδοσία (1999-2002)","Corruption, capture and public money",δημόσια εμπιστοσύνη / λογοδοσία,documented/partly documented public record; disputed parts are labelled as disputed,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-1999,1999,Athens stock market bubble and public loss,Greece/00-00-1999/Athens stock market bubble and public loss,greece_1999_athens_stock_market_bubble_loss,Athens stock market bubble and public loss,Athens stock market bubble and public loss,finance / public trust,finance / public trust,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-1999,1999,"Greece — Öcalan affair, secret diplomacy, state denial, and foreign pressure (1999)","Greece/00-00-1999/Greece — Öcalan affair, secret diplomacy, state denial, and foreign pressure (1999)",greece_1999_ocalan_affair_secret_diplomacy_state_denial_foreign_pressure,"Greece — Öcalan affair, secret diplomacy, state denial, and foreign pressure (1999)","Ελλάδα — Υπόθεση Οτσαλάν, μυστική διπλωματία και ξένη πίεση (1999)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,High for the crisis and political fallout; some operational details contested.,μικτό δημόσιο αρχείο· διάβασε τις πηγές,4
Greece,00-00-1999,1999,Stock market bubble and household losses,Greece/00-00-1999/Stock market bubble and household losses,greece_1999_stock_market_bubble_and_household_losses,Stock market bubble and household losses,Χρηματιστηριακή φούσκα και απώλειες νοικοκυριών,finance / political trust,οικονομία / πολιτική εμπιστοσύνη,documented or historically established event; details vary by source,τεκμηριωμένο ή ιστορικά καθιερωμένο γεγονός· οι λεπτομέρειες διαφέρουν ανά πηγή,2
Greece,00-00-2000,2000,Express Samina ferry disaster and shipping oversight failure,Greece/00-00-2000/Express Samina ferry disaster and shipping oversight failure,greece_2000_express_samina_ferry_disaster_shipping_oversight,Express Samina ferry disaster and shipping oversight failure,Ναυάγιο Express Samina και αποτυχία εποπτείας ναυτιλίας,maritime disaster / safety regulation,ναυτική καταστροφή / εποπτεία ασφάλειας,documented disaster with criminal and regulatory aftermath,τεκμηριωμένη καταστροφή με ποινικές και εποπτικές συνέπειες,2
Greece,00-00-2000,2000,"Express Samina Ferry Disaster Safety Culture, Island Transport and Accountability","Greece/00-00-2000/Express Samina Ferry Disaster Safety Culture, Island Transport and Accountability",greece_2000_express_samina_ferry_disaster_safety_culture_island_transport_accounta,"Express Samina Ferry Disaster: Safety Culture, Island Transport and Accountability","Ναυάγιο Express Samina: Κουλτούρα Ασφάλειας, Ακτοπλοΐα και Λογοδοσία",transport disaster / regulatory failure,ναυτικό δυστύχημα / ρυθμιστική αποτυχία,documented case or documented public controversy with unresolved interpretation,τεκμηριωμένη υπόθεση ή δημόσια διαμάχη με ανοιχτή ερμηνεία,2
Greece,00-00-2001,2001,"Greece Delphi, “Prophecy,” and the Geological Explanation of a Supernatural Tradition (2","Greece/00-00-2001/Greece Delphi, “Prophecy,” and the Geological Explanation of a Supernatural Tradition (2",greece_2001_delphi_gases_geology,"Greece: Delphi, “Prophecy,” and the Geological Explanation of a Supernatural Tradition (2001-2026)","Ελλάδα: Δελφοί, «προφητεία» και η γεωλογική εξήγηση μιας υπερφυσικής παράδοσης (2001-2026)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2002,2002,17 November trial and security-state transition,Greece/00-00-2002/17 November trial and security-state transition,greece_2002_17_november_trial_security_state_transition,17 November trial and security-state transition,17 November trial and security-state transition,terrorism / justice,terrorism / justice,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,μικτό: τεκμηριωμένο γεγονός με αμφισβητούμενες πολιτικές ερμηνείες,2
Greece,00-00-2003,2003,"GREECE C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement","Greece/00-00-2003/GREECE C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement",greece_2003_c4i_olympic_security_system_surveillance_scandal,"GREECE: C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement Problem (2003-2018)","ΕΛΛΑΔΑ: C4I, ολυμπιακό σύστημα ασφάλειας και το πρόβλημα των προμηθειών του security state (2003-2018)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2004,2004,C4I Olympic security system scandal,Greece/00-00-2004/C4I Olympic security system scandal,greece_2004_c4i_olympic_security_system_scandal,C4I Olympic security system scandal,C4I Olympic security system scandal,procurement / surveillance infrastructure,procurement / surveillance infrastructure,documented procurement controversy,documented procurement controversy,2
Greece,00-00-2004,2004,"Greece Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)","Greece/00-00-2004/Greece Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)",greece_2004_athens_olympics_cost_security_debt,"Greece: Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)","Ελλάδα: Ολυμπιακοί Αγώνες Αθήνα 2004, κόστος, ασφάλεια και αφήγημα χρέους (1997-2014)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2004,2004,"Greece Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)","Greece/00-00-2004/Greece Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)",greece_2004_debt_crisis_misreporting_austerity,"Greece: Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)","Ελλάδα: Κρίση χρέους, παραποιημένα δημοσιονομικά στοιχεία και εποχή λιτότητας (2004-2018)",public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2004,2004,Greece Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017),Greece/00-00-2004/Greece Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017),greece_2004_vodafone_wiretap_tsalikidis,Greece: Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017),Ελλάδα: Σκάνδαλο υποκλοπών Vodafone και υπόθεση Τσαλικίδη (2004-2017),public trust / accountability,δημόσια εμπιστοσύνη / λογοδοσία,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
Greece,00-00-2004,2004,Vodafone wiretapping scandal and Athens Olympics context,Greece/00-00-2004/Vodafone wiretapping scandal and Athens Olympics context,greece_2004_vodafone_wiretapping_scandal_athens_olympics_context,Vodafone wiretapping scandal and Athens Olympics context,Vodafone wiretapping scandal and Athens Olympics context,surveillance / telecom security,surveillance / telecom security,mixed public record; read source trail,μικτό δημόσιο αρχείο· διάβασε τις πηγές,2
